id,objectid,nombre,direccion,tipozona,so2,no2,o3,co,pm10,pm25,tipoemisio,fecha_carg,calidad_am,fiwareid,lon,lat,created_at
626,16,Pista de Silla,PISTA DE SILLA,Urbana,2,23,33,0,13,7,Tráfico,2025-12-01 13:00:00,Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-12-01 13:52:55.112265
627,17,Universidad Politécnica,POLITÈCNIC,Suburbana,2,13,26,,9,5,Fondo,2025-12-01 13:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-12-01 13:52:55.112265
628,19,Centro,VALÈNCIA CENTRE,Urbana,,25,,,18,7,Tráfico,2025-12-01 13:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-12-01 14:24:43.422956
629,21,Olivereta,OLIVERETA,Urbana,,50,,,15,7,Tráfico,2025-12-01 13:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-12-01 14:24:43.422956
630,14,Boulevar Sur,BULEVARD SUD,Urbana,4,26,22,,,,Tráfico,2025-12-01 13:00:00,Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-12-01 14:24:43.422956
631,12,Dr. Lluch,DR.LLUCH,Urbana,,38,,,26,7,Tráfico,2025-12-01 13:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-12-01 14:24:43.422956
632,22,Patraix,PATRAIX,Urbana,,49,,,18,8,Tráfico,2025-12-01 13:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-12-01 14:24:43.422956
633,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,31,0,9,5,Tráfico,2025-12-01 13:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-12-01 14:24:43.422956
634,20,Cabanyal,CABANYAL,Urbana,,30,,,17,6,Fondo,2025-12-01 13:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-12-01 14:24:43.422956
635,18,Viveros,VIVERS,Urbana,0,11,20,,,,Fondo,2025-12-01 13:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-12-01 14:24:43.422956
636,13,Francia,AVDA.FRANCIA,Urbana,2,28,19,0,14,5,Tráfico,2025-12-01 12:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-12-01 14:24:43.422956
637,16,Pista de Silla,PISTA DE SILLA,Urbana,2,23,33,0,13,7,Tráfico,2025-12-01 13:00:00,Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-12-01 14:24:43.422956
638,17,Universidad Politécnica,POLITÈCNIC,Suburbana,2,13,26,,9,5,Fondo,2025-12-01 13:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-12-01 14:24:43.422956
